run_type,seq_len,batch_size,op_name,cuda_time_total_ms,cuda_time_mean_ms,cpu_time_total_ms,cuda_occurrences,input_shapes,extra_tags
prefill,512,8,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",0.0019200000000000727,0.0019200000000000727,0.0,1,,
prefill,512,8,aten::unsqueeze,0.0,0.0,0.0084699999999998,1,,
prefill,512,8,aten::as_strided,0.0,0.0,0.10769700000000011,137,,
prefill,512,8,aten::to,0.0,0.0,0.2786269999999963,37,,
prefill,512,8,aten::add,2.8515609999999665,0.058195122448978905,0.8258139999999948,49,,
prefill,512,8,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0.017248000000000048,0.017248000000000048,0.0,1,,
prefill,512,8,aten::dropout,0.0,0.0,0.010491000000000895,25,,
prefill,512,8,aten::layer_norm,0.5111630000000146,0.020446520000000582,1.0559220000000051,25,,
prefill,512,8,aten::native_layer_norm,0.5111630000000146,0.020446520000000582,0.9528609999999912,25,,
prefill,512,8,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0.5111630000000146,0.020446520000000582,0.0,25,,
prefill,512,8,aten::addmm,39.81874,0.8295570833333332,1.9573910000000074,48,,
prefill,512,8,ampere_sgemm_128x64_nn,22.523447999999988,0.9384769999999996,0.0,24,,
prefill,512,8,aten::split,0.0,0.0,0.2645560000000005,12,,
prefill,512,8,aten::narrow,0.0,0.0,0.17769500000000243,36,,
prefill,512,8,aten::slice,0.0,0.0,0.13001099999999952,39,,
prefill,512,8,aten::transpose,0.0,0.0,0.30166699999999946,97,,
prefill,512,8,aten::_to_copy,0.0,0.0,0.24633600000000844,24,,
prefill,512,8,aten::empty_strided,0.0,0.0,0.11007999999999811,24,,
prefill,512,8,aten::copy_,0.0,0.0,0.040888999999995575,24,,
prefill,512,8,aten::lift_fresh,0.0,0.0,0.0025520000000005894,24,,
prefill,512,8,aten::detach_,0.0,0.0,0.027762999999994462,24,,
prefill,512,8,detach_,0.0,0.0,0.007273000000002867,24,,
prefill,512,8,aten::cat,0.8247640000000083,0.034365166666667016,0.5611499999999996,24,,
prefill,512,8,aten::scaled_dot_product_attention,2.7967449999999983,0.23306208333333317,0.7300960000000023,12,,
prefill,512,8,aten::_scaled_dot_product_efficient_attention,2.7967449999999983,0.23306208333333317,0.6177230000000018,12,,
prefill,512,8,aten::_efficient_attention_forward,2.7967449999999983,0.23306208333333317,0.37638800000000266,12,,
prefill,512,8,cudaStreamIsCapturing,0.0,0.0,0.012630000000003748,12,,
prefill,512,8,cudaOccupancyMaxActiveBlocksPerMultiprocessor,0.0,0.0,0.02376100000000042,13,,
prefill,512,8,aten::mul,4.031524999999964,0.08399010416666591,0.6662779999999994,48,,
prefill,512,8,aten::pow,0.8929199999999937,0.07440999999999948,0.5416019999999989,12,,
prefill,512,8,aten::result_type,0.0,0.0,0.003630999999998494,12,,
prefill,512,8,"void at::native::(anonymous namespace)::CatArrayBatchedCopy<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 4, 64, 64>(at::native::(anonymous namespace)::OpaqueType<4u>*, at::native::(anonymous namespace)::CatArrInputTensorMetadata<at::native::(anonymous namespace)::OpaqueType<4u>, unsigned int, 64, 64>, at::native::(anonymous namespace)::TensorSizeStride<unsigned int, 4u>, int, unsigned int)",0.8247640000000083,0.034365166666667016,0.0,24,,
prefill,512,8,"fmha_cutlassF_f32_aligned_64x64_rf_sm80(PyTorchMemEffAttention::AttentionKernel<float, cutlass::arch::Sm80, true, 64, 64, 64, true, true>::Params)",2.7967449999999983,0.23306208333333317,0.0,12,,
prefill,512,8,aten::tanh,0.9327610000000041,0.07773008333333367,0.13867300000000704,12,,
prefill,512,8,ampere_sgemm_128x32_nn,3.634019000000002,0.30283491666666684,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>)",1.9108949999999623,0.05308041666666562,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)",2.643407999999977,0.07342799999999935,0.0,36,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase&, float)::{lambda(float)#2}, std::array<char*, 2ul>)",0.8929199999999937,0.07440999999999948,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::tanh_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, std::array<char*, 2ul>)",0.9327610000000041,0.07773008333333367,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul> >(int, at::native::CUDAFunctorOnSelf_add<float>, std::array<char*, 2ul>)",0.9234180000000042,0.07695150000000035,0.0,12,,
prefill,512,8,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)",1.3881169999999874,0.11567641666666562,0.0,12,,
prefill,512,8,ampere_sgemm_64x32_sliced1x4_nn,13.661273000000008,1.1384394166666674,0.0,12,,
prefill,512,8,aten::linear,16.632675999999993,16.632675999999993,0.07805199999999968,1,,
prefill,512,8,aten::t,0.0,0.0,0.005899999999997818,1,,
prefill,512,8,aten::matmul,16.632675999999993,16.632675999999993,0.06188100000000122,1,,
prefill,512,8,aten::mm,16.632675999999993,16.632675999999993,0.04802100000000064,1,,
prefill,512,8,aten::_unsafe_view,0.0,0.0,0.0019500000000007276,1,,
prefill,512,8,cudaDeviceSynchronize,0.0,0.0,55.457989999999995,1,,
prefill,512,8,ampere_sgemm_128x64_tn,16.632675999999993,16.632675999999993,0.0,1,,
prefill,512,8,inference_forward,69.39931799999998,69.39931799999998,17.634756000000003,1,,
prefill,512,8,aten::view,0.0,0.0,0.3026880000000042,201,,
prefill,512,8,aten::embedding,0.10198400000000038,0.05099200000000019,2.7659160000000003,2,,
prefill,512,8,aten::reshape,0.0,0.0,0.04791100000000097,15,,
prefill,512,8,aten::index_select,0.10198400000000038,0.05099200000000019,2.743716,2,,
prefill,512,8,aten::empty,0.0,0.0,0.5901309999999891,198,,
prefill,512,8,aten::resize_,0.0,0.0,0.012369000000000484,3,,
prefill,512,8,Activity Buffer Request,0.046720000000000254,0.046720000000000254,2.655414,1,,
prefill,512,8,cudaLaunchKernel,0.0,0.0,1.9309380000000083,234,,
prefill,512,8,inference_forward,70.136796,70.136796,0.0,1,,
prefill,512,8,"void at::native::(anonymous namespace)::indexSelectLargeIndex<float, long, unsigned int, 2, 2, -2, true>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float const, unsigned int>, at::cuda::detail::TensorInfo<long const, unsigned int>, int, int, unsigned int, unsigned int, long)",0.055264000000000126,0.027632000000000063,0.0,2,,
prefill,512,8,aten::arange,0.0039039999999995415,0.0019519999999997708,0.04946000000000049,2,,
prefill,512,8,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}, function_traits<at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>::result_type*)",0.0019519999999997708,0.0019519999999997708,0.0,1,,
prefill,512,8,aten::unsqueeze,0.0,0.0,0.006159999999999855,1,,
prefill,512,8,aten::as_strided,0.0,0.0,0.14090399999999317,137,,
prefill,512,8,aten::to,0.0,0.0,0.2624850000000033,37,,
prefill,512,8,aten::add,2.839520999999984,0.05794940816326498,0.8230320000000042,49,,
prefill,512,8,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctor_add<float> >(at::TensorIteratorBase&, at::native::CUDAFunctor_add<float> const&)::{lambda(int)#1})",0.01750400000000036,0.01750400000000036,0.0,1,,
prefill,512,8,aten::dropout,0.0,0.0,0.010931000000001405,25,,
prefill,512,8,aten::layer_norm,0.5097280000000042,0.020389120000000167,0.9683179999999979,25,,
prefill,512,8,aten::native_layer_norm,0.5097280000000042,0.020389120000000167,0.8683139999999976,25,,
prefill,512,8,"void at::native::(anonymous namespace)::vectorized_layer_norm_kernel<float, float>(int, float, float const*, float const*, float const*, float*, float*, float*)",0.5097280000000042,0.020389120000000167,0.0,25,,
prefill,512,8,aten::addmm,39.82392999999999,0.8296652083333332,1.9488269999999899,48,,
